Ticker	AAPL	SPY	TSLA	YELP	MSFT	GOOGL
AAPL	0.004014145317418585	0.0010530685830346413	0.0028287513707135645	-0.0019280520913245237	0.0022955217389896863	0.002295564079701387
SPY	0.0010530685830346413	0.0013796390549756104	0.0028176118753628757	0.00012258678356250616	0.0018432123206099755	0.002395041366177053
TSLA	0.0028287513707135645	0.0028176118753628757	0.026124211134687	0.002112853528879492	0.002710116930837273	0.00566146832498394
YELP	-0.0019280520913245237	0.00012258678356250616	0.002112853528879492	0.010098376517820905	0.0013599322798593578	0.0024991522451110505
MSFT	0.0022955217389896863	0.0018432123206099755	0.002710116930837273	0.0013599322798593578	0.00897812792358638	0.0024091015646644054
GOOGL	0.002295564079701387	0.002395041366177053	0.00566146832498394	0.0024991522451110505	0.0024091015646644054	0.011689576584012743
